132151-0.0,Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle)
132153-0.0,Source of report of N95 (menopausal and other perimenopausal disorders)
132155-0.0,Source of report of N96 (habitual aborter)
132157-0.0,Source of report of N97 (female infertility)
132159-0.0,Source of report of N98 (complications associated with artificial fertilisation)
132161-0.0,"Source of report of N99 (postprocedural disorders of genito-urinary system, not elsewhere classified)"
132163-0.0,Source of report of O00 (ectopic pregnancy)
132165-0.0,Source of report of O01 (hydatidiform mole)
132167-0.0,Source of report of O02 (other abnormal products of conception)
132169-0.0,Source of report of O03 (spontaneous abortion)
132171-0.0,Source of report of O04 (medical abortion)
132173-0.0,Source of report of O05 (other abortion)
132175-0.0,Source of report of O06 (unspecified abortion)
132177-0.0,Source of report of O07 (failed attempted abortion)
132179-0.0,Source of report of O08 (complications following abortion and ectopic and molar pregnancy)
132181-0.0,"Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
132183-0.0,Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)
132185-0.0,Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension)
132187-0.0,Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria)
132189-0.0,Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria)
132191-0.0,Source of report of O15 (eclampsia)
132193-0.0,Source of report of O16 (unspecified maternal hypertension)
132195-0.0,Source of report of O20 (haemorrhage in early pregnancy)
132197-0.0,Source of report of O21 (excessive vomiting in pregnancy)
132199-0.0,Source of report of O22 (venous complications in pregnancy)
132201-0.0,Source of report of O23 (infections of genito-urinary tract in pregnancy)
132203-0.0,Source of report of O24 (diabetes mellitus in pregnancy)
132205-0.0,Source of report of O25 (malnutrition in pregnancy)
132207-0.0,Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)
132209-0.0,Source of report of O28 (abnormal findings on antenatal screening of mother)
132211-0.0,Source of report of O29 (complications of anaesthesia during pregnancy)
132213-0.0,Source of report of O30 (multiple gestation)
132215-0.0,Source of report of O31 (complications specific to multiple gestation)
132217-0.0,Source of report of O32 (maternal care for known or suspected malpresentation of foetus)
132219-0.0,Source of report of O33 (maternal care for known or suspected disproportion)
132221-0.0,Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)
132223-0.0,Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)
132225-0.0,Source of report of O36 (maternal care for other known or suspected foetal problems)
132227-0.0,Source of report of O40 (polyhydramnios)
132229-0.0,Source of report of O41 (other disorders of amniotic fluid and membranes)
132231-0.0,Source of report of O42 (premature rupture of membranes)
132233-0.0,Source of report of O43 (placental disorders)
132235-0.0,Source of report of O44 (placenta praevia)
132237-0.0,Source of report of O45 (premature separation of placenta [abruptio placentae])
132239-0.0,"Source of report of O46 (antepartum haemorrhage, not elsewhere classified)"
132241-0.0,Source of report of O47 (false labour)
132243-0.0,Source of report of O48 (prolonged pregnancy)
132245-0.0,Source of report of O60 (preterm delivery)
132247-0.0,Source of report of O61 (failed induction of labour)
132249-0.0,Source of report of O62 (abnormalities of forces of labour)
132251-0.0,Source of report of O63 (long labour)
132253-0.0,Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus)
132255-0.0,Source of report of O65 (obstructed labour due to maternal pelvic abnormality)
132257-0.0,Source of report of O66 (other obstructed labour)
132259-0.0,"Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)"
132261-0.0,Source of report of O68 (labour and delivery complicated by foetal stress [distress])
132263-0.0,Source of report of O69 (labour and delivery complicated by umbilical cord complications)
132265-0.0,Source of report of O70 (perineal laceration during delivery)
132267-0.0,Source of report of O71 (other obstetric trauma)
132269-0.0,Source of report of O72 (postpartum haemorrhage)
132271-0.0,"Source of report of O73 (retained placenta and membranes, without haemorrhage)"
132273-0.0,Source of report of O74 (complications of anaesthesia during labour and delivery)
132275-0.0,"Source of report of O75 (other complications of labour and delivery, not elsewhere classified)"
132277-0.0,Source of report of O80 (single spontaneous delivery)
132279-0.0,Source of report of O81 (single delivery by forceps and vacuum extractor)
132281-0.0,Source of report of O82 (single delivery by caesarean section)
132283-0.0,Source of report of O83 (other assisted single delivery)
132285-0.0,Source of report of O84 (multiple delivery)
132287-0.0,Source of report of O85 (puerperal sepsis)
132289-0.0,Source of report of O86 (other puerperal infections)
132291-0.0,Source of report of O87 (venous complications in the puerperium)
132293-0.0,Source of report of O88 (obstetric embolism)
132295-0.0,Source of report of O89 (complications of anaesthesia during the puerperium)
132297-0.0,"Source of report of O90 (complications of the puerperium, not elsewhere classified)"
132299-0.0,Source of report of O91 (infections of breast associated with childbirth)
132301-0.0,Source of report of O92 (other disorders of breast and lactation associated with childbirth)
132303-0.0,"Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)"
132307-0.0,Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery)
132311-0.0,"Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
132313-0.0,"Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
132315-0.0,Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)
132319-0.0,"Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)"
132321-0.0,Source of report of P03 (foetus and newborn affected by other complications of labour and delivery)
132323-0.0,Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)
132325-0.0,Source of report of P05 (slow foetal growth and foetal malnutrition)
132327-0.0,"Source of report of P07 (disorders related to short gestation and low birth weight, not elsewhere classified)"
132329-0.0,Source of report of P08 (disorders related to long gestation and high birth weight)
132331-0.0,Source of report of P10 (intracranial laceration and haemorrhage due to birth injury)
132333-0.0,Source of report of P11 (other birth injuries to central nervous system)
132335-0.0,Source of report of P12 (birth injury to scalp)
132337-0.0,Source of report of P13 (birth injury to skeleton)
132339-0.0,Source of report of P14 (birth injury to peripheral nervous system)
132341-0.0,Source of report of P15 (other birth injuries)
132343-0.0,Source of report of P20 (intra-uterine hypoxia)
132345-0.0,Source of report of P21 (birth asphyxia)
132347-0.0,Source of report of P22 (respiratory distress of newborn)
132349-0.0,Source of report of P23 (congenital pneumonia)
132351-0.0,Source of report of P24 (neonatal aspiration syndromes)
132353-0.0,Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period)
132355-0.0,Source of report of P26 (pulmonary haemorrhage originating in the perinatal period)
132357-0.0,Source of report of P27 (chronic respiratory disease originating in the perinatal period)
132359-0.0,Source of report of P28 (other respiratory conditions originating in the perinatal period)
132361-0.0,Source of report of P29 (cardiovascular disorders originating in the perinatal period)
132363-0.0,Source of report of P35 (congenital viral diseases)
132365-0.0,Source of report of P36 (bacterial sepsis of newborn)
132367-0.0,Source of report of P37 (other congenital infectious and parasitic diseases)
132369-0.0,Source of report of P38 (omphalitis of newborn with or without mild haemorrhage)
132371-0.0,Source of report of P39 (other infections specific to the perinatal period)
132373-0.0,Source of report of P50 (foetal blood loss)
132375-0.0,Source of report of P51 (umbilical haemorrhage of newborn)
132377-0.0,Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn)
132379-0.0,Source of report of P53 (haemorrhagic disease of foetus and newborn)
132381-0.0,Source of report of P54 (other neonatal haemorrhages)
132383-0.0,Source of report of P55 (haemolytic disease of foetus and newborn)
132389-0.0,Source of report of P58 (neonatal jaundice due to other excessive haemolysis)
132391-0.0,Source of report of P59 (neonatal jaundice from other and unspecified causes)
132395-0.0,Source of report of P61 (other perinatal haematological disorders)
132397-0.0,Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn)
132399-0.0,Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism)
132411-0.0,Source of report of P78 (other perinatal digestive system disorders)
132417-0.0,Source of report of P83 (other conditions of integument specific to foetus and newborn)
132421-0.0,Source of report of P91 (other disturbances of cerebral status of newborn)
132423-0.0,Source of report of P92 (feeding problems of newborn)
132427-0.0,Source of report of P94 (disorders of muscle tone of newborn)
132429-0.0,Source of report of P95 (foetal death of unspecified cause)
132431-0.0,Source of report of P96 (other conditions originating in the perinatal period)
132433-0.0,Source of report of Q00 (anencephaly and similar malformations)
132435-0.0,Source of report of Q01 (encephalocele)
132437-0.0,Source of report of Q02 (microcephaly)
132439-0.0,Source of report of Q03 (congenital hydrocephalus)
132441-0.0,Source of report of Q04 (other congenital malformations of brain)
132443-0.0,Source of report of Q05 (spina bifida)
132445-0.0,Source of report of Q06 (other congenital malformations of spinal cord)
132447-0.0,Source of report of Q07 (other congenital malformations of nervous system)
132449-0.0,"Source of report of Q10 (congenital malformations of eyelid, lachrymal apparatus and orbit)"
132451-0.0,"Source of report of Q11 (anophthalmos, microphthalmos and macrophthalmos)"
132453-0.0,Source of report of Q12 (congenital lens malformations)
132455-0.0,Source of report of Q13 (congenital malformations of anterior segment of eye)
132457-0.0,Source of report of Q14 (congenital malformations of posterior segment of eye)
132459-0.0,Source of report of Q15 (other congenital malformations of eye)
132461-0.0,Source of report of Q16 (congenital malformations of ear causing impairment of hearing)
132463-0.0,Source of report of Q17 (other congenital malformations of ear)
132465-0.0,Source of report of Q18 (other congenital malformations of face and neck)
132467-0.0,Source of report of Q20 (congenital malformations of cardiac chambers and connexions)
132469-0.0,Source of report of Q21 (congenital malformations of cardiac septa)
132471-0.0,Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves)
132473-0.0,Source of report of Q23 (congenital malformations of aortic and mitral valves)
132475-0.0,Source of report of Q24 (other congenital malformations of heart)
132477-0.0,Source of report of Q25 (congenital malformations of great arteries)
132479-0.0,Source of report of Q26 (congenital malformations of great veins)
132481-0.0,Source of report of Q27 (other congenital malformations of peripheral vascular system)
132483-0.0,Source of report of Q28 (other congenital malformations of circulatory system)
132485-0.0,Source of report of Q30 (congenital malformations of nose)
132487-0.0,Source of report of Q31 (congenital malformations of larynx)
132489-0.0,Source of report of Q32 (congenital malformations of trachea and bronchus)
132491-0.0,Source of report of Q33 (congenital malformations of lung)
132493-0.0,Source of report of Q34 (other congenital malformations of respiratory system)
132495-0.0,Source of report of Q35 (cleft palate)
132497-0.0,Source of report of Q36 (cleft lip)
132499-0.0,Source of report of Q37 (cleft palate with cleft lip)
132501-0.0,"Source of report of Q38 (other congenital malformations of tongue, mouth and pharynx)"
132503-0.0,Source of report of Q39 (congenital malformations of oesophagus)
132505-0.0,Source of report of Q40 (other congenital malformations of upper alimentary tract)
132507-0.0,"Source of report of Q41 (congenital absence, atresia and stenosis of small intestine)"
132509-0.0,"Source of report of Q42 (congenital absence, atresia and stenosis of large intestine)"
132511-0.0,Source of report of Q43 (other congenital malformations of intestine)
132513-0.0,"Source of report of Q44 (congenital malformations of gallbladder, bile ducts and liver)"
132515-0.0,Source of report of Q45 (other congenital malformations of digestive system)
132517-0.0,"Source of report of Q50 (congenital malformations of ovaries, fallopian tubes and broad ligaments)"
132519-0.0,Source of report of Q51 (congenital malformations of uterus and cervix)
132521-0.0,Source of report of Q52 (other congenital malformations of female genitalia)
132523-0.0,Source of report of Q53 (undescended testicle)
132525-0.0,Source of report of Q54 (hypospadias)
132527-0.0,Source of report of Q55 (other congenital malformations of male genital organs)
132529-0.0,Source of report of Q56 (indeterminate sex and pseudohermaphroditism)
132531-0.0,Source of report of Q60 (renal agenesis and other reduction defects of kidney)
132533-0.0,Source of report of Q61 (cystic kidney disease)
132535-0.0,Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter)
132537-0.0,Source of report of Q63 (other congenital malformations of kidney)
132539-0.0,Source of report of Q64 (other congenital malformations of urinary system)
132541-0.0,Source of report of Q65 (congenital deformities of hip)
132543-0.0,Source of report of Q66 (congenital deformities of feet)
132545-0.0,"Source of report of Q67 (congenital musculoskeletal deformities of head, face, spine and chest)"
132547-0.0,Source of report of Q68 (other congenital musculoskeletal deformities)
132549-0.0,Source of report of Q69 (polydactyly)
132551-0.0,Source of report of Q70 (syndactyly)
132553-0.0,Source of report of Q71 (reduction defects of upper limb)
132555-0.0,Source of report of Q72 (reduction defects of lower limb)
132557-0.0,Source of report of Q73 (reduction defects of unspecified limb)
132559-0.0,Source of report of Q74 (other congenital malformations of limb(s))
132561-0.0,Source of report of Q75 (other congenital malformations of skull and face bones)
132563-0.0,Source of report of Q76 (congenital malformations of spine and bony thorax)
132565-0.0,Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine)
132567-0.0,Source of report of Q78 (other osteochondrodysplasias)
132569-0.0,"Source of report of Q79 (congenital malformations of musculoskeletal system, not elsewhere classified)"
132571-0.0,Source of report of Q80 (congenital ichthyosis)
132573-0.0,Source of report of Q81 (epidermolysis bullosa)
132575-0.0,Source of report of Q82 (other congenital malformations of skin)
132577-0.0,Source of report of Q83 (congenital malformations of breast)
132579-0.0,Source of report of Q84 (other congenital malformations of integument)
132581-0.0,"Source of report of Q85 (phakomatoses, not elsewhere classified)"
132583-0.0,"Source of report of Q86 (congenital malformation syndromes due to known exogenous causes, not elsewhere classified)"
132585-0.0,Source of report of Q87 (other specified congenital malformation syndromes affecting multiple systems)
132587-0.0,"Source of report of Q89 (other congenital malformations, not elsewhere classified)"
132589-0.0,Source of report of Q90 (down's syndrome)
132591-0.0,Source of report of Q91 (edwards' syndrome and patau's syndrome)
132593-0.0,"Source of report of Q92 (other trisomies and partial trisomies of the autosomes, not elsewhere classified)"
132595-0.0,"Source of report of Q93 (monosomies and deletions from the autosomes, not elsewhere classified)"
132597-0.0,"Source of report of Q95 (balanced rearrangements and structural markers, not elsewhere classified)"
132599-0.0,Source of report of Q96 (turner's syndrome)
132601-0.0,"Source of report of Q97 (other sex chromosome abnormalities, female phenotype, not elsewhere classified)"
132603-0.0,"Source of report of Q98 (other sex chromosome abnormalities, male phenotype, not elsewhere classified)"
132605-0.0,"Source of report of Q99 (other chromosome abnormalities, not elsewhere classified)"
